,complexity.dist_spec_init,complexity.fro_dist,complexity.fro_over_spec,complexity.inverse_margin,complexity.l2,complexity.l2_dist,complexity.log_prod_of_fro,complexity.log_prod_of_fro_over_margin,complexity.log_prod_of_spec,complexity.log_prod_of_spec_over_margin,complexity.log_sum_of_fro,complexity.log_sum_of_fro_over_margin,complexity.log_sum_of_spec,complexity.log_sum_of_spec_over_margin,complexity.pacbayes_flatness,complexity.pacbayes_init,complexity.pacbayes_mag_flatness,complexity.pacbayes_mag_init,complexity.pacbayes_mag_orig,complexity.pacbayes_orig,complexity.param_norm,complexity.params,complexity.path_norm,complexity.path_norm_over_margin,cross_entropy,data_seed,epoch,experiment_id,gen.gap,gen.train_acc,gen.val_acc,hp.lr,hp.model_depth,hp.model_width,index,is.converged,is.high_train_accuracy,is.last_epoch,repeat_id,seed,train_dataset_size,hp.dataset,complexity.dist_spec_init_adjusted1,complexity.fro_dist_adjusted1,complexity.fro_over_spec_adjusted1,complexity.inverse_margin_adjusted1,complexity.l2_adjusted1,complexity.l2_dist_adjusted1,complexity.pacbayes_flatness_adjusted1,complexity.pacbayes_init_adjusted1,complexity.pacbayes_mag_flatness_adjusted1,complexity.pacbayes_mag_init_adjusted1,complexity.pacbayes_mag_orig_adjusted1,complexity.pacbayes_orig_adjusted1,complexity.param_norm_adjusted1,complexity.path_norm_adjusted1,complexity.path_norm_over_margin_adjusted1,complexity.log_prod_of_fro_adjusted1,complexity.log_prod_of_fro_over_margin_adjusted1,complexity.log_prod_of_spec_adjusted1,complexity.log_prod_of_spec_over_margin_adjusted1,complexity.log_sum_of_fro_adjusted1,complexity.log_sum_of_fro_over_margin_adjusted1,complexity.log_sum_of_spec_adjusted1,complexity.log_sum_of_spec_over_margin_adjusted1,hp.train_dataset_size,complexity.log_spec_orig_main,complexity.log_spec_orig_main_adjusted1
209,43.53,1981,1547,0.03853,96.46,44.5,174.5,171.3,61.51,58.25,8.92,8.819,5.388,5.286,56.69,2.809e+04,5.466,5.065e+06,7.249e+06,1.319e+05,9305,5663730,13.42,0.5169,0.00972,42,34,-5083040002587004113,0.3546,0.9984,0.6438,0.01,5,14,209,True,True,True,1590115228321753189,3,12500,cifar10,0.05901,0.3981,0.3518,0.001756,0.08785,0.05967,0.06735,1.499,0.02091,20.13,24.08,3.248,0.8628,0.03276,0.006431,82.56,80.93,26.04,24.41,-0.2566,-0.3075,-2.023,-2.074,12500,65.6,28.08
211,28.41,2771,1915,0.03729,90.99,52.64,114.9,111.6,38.43,35.14,8.739,8.575,4.917,4.753,80.68,5.591e+04,7.828,1.538e+06,1.952e+06,1.67e+05,8279,1516030,677.3,25.26,0.009968,42,30,6568558403331794652,0.4499,1,0.5501,0.001,3,10,211,True,True,True,1590115294931657852,0,12500,cifar10,0.04767,0.4708,0.3914,0.001727,0.08532,0.06489,0.08034,2.115,0.02502,11.09,12.5,3.655,0.8139,0.2328,0.04495,52.72,51.07,14.5,12.85,-0.3471,-0.4293,-2.258,-2.34,12500,42.69,16.63
212,30.54,2085,1892,0.04167,89.84,45.66,144.1,140.9,47.58,44.41,8.799,8.677,5.088,4.966,60.18,3.138e+04,4.747,2.142e+06,2.886e+06,1.214e+05,8070,2205780,96.47,4.02,0.00922,42,21,2235019809354273429,0.3734,0.9998,0.6264,0.003162,4,10,212,True,True,True,1590114986585127755,3,12500,cifar10,0.04943,0.4084,0.3891,0.001826,0.08478,0.06044,0.06939,1.585,0.01949,13.09,15.2,3.117,0.8035,0.08785,0.01793,67.31,65.72,19.08,17.49,-0.3173,-0.3784,-2.173,-2.234,12500,51.95,21.26
215,36.95,2856,871.8,0.04612,73.98,53.44,78.12,75.05,28.25,25.17,8.219,7.999,4.657,4.437,64,4.571e+04,11.97,6.556e+05,7.416e+05,8.759e+04,5473,531030,540.4,24.92,0.009984,42,35,3245632698784002773,0.3477,1,0.6523,0.00631,2,8,215,True,True,True,1590114487090865043,2,12500,cifar10,0.05437,0.478,0.2641,0.001921,0.07693,0.06538,0.07155,1.912,0.03094,7.242,7.702,2.647,0.6617,0.2079,0.04465,34.34,32.81,9.409,7.87,-0.6071,-0.717,-2.388,-2.498,12500,31.94,11.26
217,28.6,3081,2160,0.0382,97.67,55.5,117.4,114.2,38.99,35.73,8.867,8.703,4.945,4.782,77.93,6.004e+04,6.299,2.18e+06,2.794e+06,1.858e+05,9539,2179230,470.1,17.95,0.009608,42,23,7096428205270475247,0.4145,1,0.5855,0.001585,3,12,217,True,True,True,1590115401019705097,3,12500,cifar10,0.04783,0.4964,0.4157,0.001748,0.08839,0.06664,0.07896,2.192,0.02245,13.21,14.95,3.856,0.8735,0.1939,0.0379,53.99,52.36,14.78,13.15,-0.2835,-0.3651,-2.244,-2.326,12500,43.41,16.99
218,36.09,3459,1318,0.03729,85.17,58.82,82.21,78.92,28.91,25.62,8.511,8.276,4.704,4.469,72.82,6.3e+04,10.24,9.415e+05,1.094e+06,1.321e+05,7253,826280,1067,39.78,0.00928,42,64,426248914965896853,0.3618,1,0.6382,0.001585,2,10,218,True,True,True,1590114990404007054,1,12500,cifar10,0.05374,0.5261,0.3248,0.001727,0.08254,0.0686,0.07632,2.245,0.02862,8.679,9.355,3.25,0.7617,0.2921,0.05641,36.39,34.75,9.739,8.095,-0.461,-0.5785,-2.365,-2.482,12500,32.81,11.69
221,30.7,2956,2036,0.04108,101.6,54.37,119,115.8,39.99,36.8,8.945,8.785,4.995,4.836,72.82,5.383e+04,5.516,3.977e+06,5.182e+06,1.879e+05,1.032e+04,3865630,88.47,3.634,0.008034,42,16,-5623405005145988537,0.3462,0.9999,0.6537,0.00631,3,16,221,True,True,True,1590114390110650719,0,12500,cifar10,0.04956,0.4863,0.4036,0.001813,0.09015,0.06595,0.07632,2.075,0.02101,17.84,20.36,3.877,0.9086,0.08413,0.01705,54.78,53.18,15.28,13.68,-0.2443,-0.3241,-2.219,-2.299,12500,44.41,17.49
223,34.06,1648,1288,0.04352,80.4,40.6,138.8,135.6,47.73,44.59,8.595,8.474,5.094,4.973,55.06,2.271e+04,4.297,1.991e+06,2.742e+06,8.9e+04,6464,2205780,20.17,0.8779,0.009803,42,24,8705854758196026119,0.3527,0.9992,0.6465,0.01,4,10,223,True,True,True,1590114322200139176,2,12500,cifar10,0.0522,0.3632,0.321,0.001866,0.0802,0.05699,0.06637,1.348,0.01854,12.62,14.81,2.668,0.7191,0.04017,0.00838,64.66,63.09,19.15,17.58,-0.4194,-0.4796,-2.17,-2.23,12500,51.75,21.16
225,49.21,2393,2192,0.03997,112.8,48.92,213.6,210.4,74.02,70.8,9.26,9.175,5.586,5.501,60.18,3.603e+04,3.596,7.791e+06,1.16e+07,1.913e+05,1.271e+04,9156430,6.904,0.2759,0.009299,42,57,-3434481787209509561,0.3588,0.9994,0.6406,0.00631,6,16,225,True,True,True,1590116868382251644,4,12500,cifar10,0.06274,0.4376,0.4187,0.001788,0.09497,0.06256,0.06939,1.698,0.01696,24.96,30.47,3.912,1.008,0.0235,0.004698,102.1,100.5,32.29,30.68,-0.08698,-0.1293,-1.924,-1.966,12500,78.49,34.53
226,35.15,3460,1317,0.04094,90.33,58.82,83.93,80.74,29.71,26.51,8.634,8.406,4.761,4.533,72.82,6.301e+04,9.178,1.891e+06,2.236e+06,1.486e+05,8160,1611780,326.1,13.35,0.008841,42,27,3429072442328821228,0.3285,1,0.6715,0.00631,2,14,226,True,True,True,1590114572046559418,1,12500,cifar10,0.05303,0.5261,0.3247,0.00181,0.08501,0.0686,0.07632,2.245,0.0271,12.3,13.37,3.448,0.808,0.1615,0.03268,37.25,35.65,10.14,8.54,-0.3997,-0.5138,-2.336,-2.45,12500,33.7,12.13
227,42.63,1890,1433,0.03994,90.18,43.47,171.1,167.9,60.16,56.94,8.812,8.712,5.346,5.245,55.06,2.604e+04,5.567,3.786e+06,5.301e+06,1.12e+05,8132,4164630,15.14,0.6049,0.008733,42,38,-9155870155226613232,0.3474,0.999,0.6516,0.01,5,12,227,True,True,True,1590114982789803001,3,12500,cifar10,0.0584,0.3888,0.3386,0.001788,0.08494,0.05897,0.06637,1.443,0.0211,17.4,20.59,2.993,0.8066,0.03481,0.006956,80.83,79.22,25.37,23.76,-0.3105,-0.3609,-2.044,-2.094,12500,64.21,27.39
230,29.02,2176,1921,0.04064,87.17,46.65,142.3,139.1,46.75,43.55,8.731,8.608,5.056,4.933,72.82,3.964e+04,5.619,1.392e+06,1.833e+06,1.384e+05,7599,1414630,508.4,20.66,0.009984,42,30,217228522785232791,0.4419,1,0.5581,0.001,4,8,230,True,True,True,1590115921079563864,3,12500,cifar10,0.04818,0.4173,0.392,0.001803,0.08351,0.06109,0.07632,1.781,0.0212,10.55,12.11,3.327,0.7797,0.2017,0.04066,66.43,64.83,18.66,17.06,-0.3511,-0.4127,-2.189,-2.25,12500,51.11,20.84
231,39.68,1698,1490,0.036,86.27,41.21,169.2,165.8,58.34,55.01,8.752,8.648,5.289,5.185,55.06,2.34e+04,6.059,2.792e+06,3.858e+06,1.025e+05,7443,2895530,17.02,0.6128,0.009155,42,37,766653553017414007,0.3716,0.9983,0.6267,0.00631,5,10,231,True,True,True,1590114224226909644,0,12500,cifar10,0.05634,0.3686,0.3453,0.001697,0.08308,0.05742,0.06637,1.368,0.02202,14.95,17.57,2.863,0.7717,0.0369,0.007002,79.87,78.2,24.45,22.79,-0.3407,-0.3926,-2.072,-2.124,12500,62.32,26.44
232,36.25,3188,1120,0.0462,86.88,56.46,82.9,79.82,29.84,26.76,8.56,8.341,4.77,4.551,70.45,5.617e+04,10.64,1.948e+06,2.294e+06,1.33e+05,7548,1611780,204,9.426,0.009978,42,24,871334127900106982,0.3262,1,0.6738,0.01,2,14,232,True,True,True,1590114716782591592,3,12500,cifar10,0.05385,0.505,0.2993,0.001923,0.08337,0.06721,0.07507,2.12,0.02917,12.48,13.55,3.262,0.7771,0.1278,0.02746,36.73,35.19,10.2,8.665,-0.4366,-0.5464,-2.332,-2.441,12500,33.78,12.18
235,28.39,3313,2278,0.03484,99.85,57.56,118.1,114.8,39.24,35.88,8.901,8.733,4.958,4.79,83.59,6.926e+04,6.894,2.15e+06,2.749e+06,2.084e+05,9971,2179230,662.5,23.08,0.009317,42,29,5914637055047857437,0.4385,1,0.5615,0.001,3,12,235,True,True,True,1590116043550604017,4,12500,cifar10,0.04766,0.5148,0.4269,0.001669,0.08938,0.06786,0.08178,2.354,0.02348,13.12,14.83,4.083,0.8931,0.2302,0.04297,54.34,52.66,14.9,13.22,-0.2661,-0.3501,-2.238,-2.322,12500,43.61,17.09
240,29.16,4040,2821,0.03537,112.7,63.56,122.6,119.3,40.46,37.12,9.126,8.959,5.019,4.852,89.9,9.081e+04,6.059,3.82e+06,4.924e+06,2.853e+05,1.269e+04,3865630,472.2,16.7,0.009117,42,20,-7410018531192978725,0.406,1,0.594,0.001585,3,16,240,True,True,True,1590115110856198448,0,12500,cifar10,0.0483,0.5685,0.475,0.001682,0.09494,0.07131,0.0848,2.695,0.02202,17.48,19.85,4.777,1.008,0.1944,0.03655,56.59,54.92,15.51,13.84,-0.1536,-0.2371,-2.207,-2.291,12500,45.06,17.81
241,52.77,2459,1862,0.04561,109.1,49.59,210.6,207.5,74.76,71.67,9.18,9.099,5.605,5.524,62.05,3.817e+04,4,7.867e+06,1.147e+07,1.847e+05,1.191e+04,9156430,5.624,0.2565,0.009494,42,50,-6151867090777313790,0.3572,0.9995,0.6423,0.01,6,16,241,True,True,True,1590116012359272373,3,12500,cifar10,0.06497,0.4436,0.3859,0.00191,0.09343,0.06299,0.07045,1.747,0.01789,25.09,30.29,3.844,0.976,0.02121,0.00453,100.6,99.05,32.66,31.12,-0.1266,-0.1672,-1.914,-1.955,12500,79.2,34.88
242,37.67,2351,2370,0.03402,106.8,48.49,181.9,178.6,60.77,57.39,9.151,9.045,5.365,5.259,64,3.764e+04,6.059,5.587e+06,7.816e+06,1.824e+05,1.14e+04,5663730,20.39,0.6937,0.00919,42,45,7217791444773154338,0.3574,0.9988,0.6414,0.003162,5,14,242,True,True,True,1590115527619937681,2,12500,cifar10,0.0549,0.4337,0.4354,0.00165,0.09242,0.06228,0.07155,1.735,0.02202,21.14,25.01,3.82,0.955,0.04039,0.00745,86.25,84.56,25.67,23.98,-0.1412,-0.194,-2.034,-2.087,12500,65.16,27.86
243,30.02,3764,3253,0.03729,115.8,61.35,155.7,152.4,50.37,47.08,9.245,9.119,5.196,5.069,77.93,7.335e+04,5.271,4.174e+06,5.542e+06,2.614e+05,1.342e+04,4313080,478.9,17.86,0.009622,42,24,1754727041327055591,0.4187,1,0.5813,0.001,4,14,243,True,True,True,1590115519388452804,1,12500,cifar10,0.04901,0.5487,0.5101,0.001727,0.09626,0.07006,0.07896,2.422,0.02054,18.27,21.06,4.573,1.036,0.1957,0.0378,73.11,71.47,20.47,18.83,-0.09421,-0.1575,-2.119,-2.182,12500,55.17,22.87
244,29.29,3584,2500,0.04067,108.3,59.86,121.2,118,40.11,36.91,9.056,8.896,5.001,4.841,75.31,6.749e+04,5.619,3.955e+06,5.098e+06,2.207e+05,1.172e+04,3865630,240.5,9.782,0.009824,42,16,-8900944018555765171,0.3833,1,0.6167,0.003162,3,16,244,True,True,True,1590114929201042367,1,12500,cifar10,0.0484,0.5354,0.4472,0.001804,0.09307,0.0692,0.07762,2.324,0.0212,17.79,20.19,4.202,0.9683,0.1387,0.02797,55.89,54.28,15.34,13.74,-0.1888,-0.2688,-2.216,-2.296,12500,44.73,17.65
248,42.23,4095,4279,0.03027,135.6,63.99,228.5,225,74.07,70.57,9.651,9.559,5.587,5.495,72.82,7.457e+04,4.403,8.095e+06,1.152e+07,3.347e+05,1.839e+04,9156430,64.88,1.964,0.009514,42,96,92221832124007338,0.3881,0.9996,0.6115,0.001,6,16,248,True,True,True,1590167532714882939,1,12500,cifar10,0.05812,0.5724,0.5851,0.001556,0.1042,0.07155,0.07632,2.442,0.01877,25.45,30.36,5.175,1.213,0.07205,0.01253,109.5,107.8,32.32,30.57,0.1087,0.06265,-1.923,-1.969,12500,78.93,34.75
249,35.01,4206,1764,0.0392,100.3,64.86,86.71,83.48,30.14,26.9,8.833,8.602,4.792,4.56,80.68,8.486e+04,9.4,2.407e+06,2.864e+06,2.03e+05,1.006e+04,2102030,580.4,22.75,0.009489,42,33,-5731590468595689123,0.3433,1,0.6567,0.003162,2,16,249,True,True,True,1590114751592462324,0,12500,cifar10,0.05292,0.5801,0.3756,0.001771,0.08958,0.07203,0.08034,2.606,0.02742,13.88,15.14,4.03,0.8973,0.2155,0.04266,38.64,37.02,10.35,8.732,-0.3003,-0.416,-2.321,-2.437,12500,34.37,12.47
253,40.1,1736,1475,0.0346,86.09,41.66,169.1,165.7,58.47,55.1,8.75,8.645,5.293,5.188,56.69,2.462e+04,6.424,2.805e+06,3.853e+06,1.051e+05,7411,2895530,17.87,0.6183,0.008209,42,42,766653553017414007,0.3739,0.9987,0.6248,0.00631,5,10,253,True,True,True,1590115054842351428,3,12500,cifar10,0.05664,0.3726,0.3435,0.001664,0.08299,0.05773,0.06735,1.404,0.02267,14.98,17.56,2.899,0.77,0.03781,0.007033,79.84,78.16,24.52,22.83,-0.3416,-0.3941,-2.07,-2.123,12500,62.4,26.48
256,28.99,2322,1630,0.04239,85.61,48.18,113.1,109.9,38.04,34.88,8.649,8.491,4.898,4.74,66.05,3.836e+04,6.118,1.552e+06,1.986e+06,1.21e+05,7329,1516030,288,12.21,0.009703,42,20,-960831693199451593,0.3896,1,0.6104,0.003162,3,10,256,True,True,True,1590114912409886975,3,12500,cifar10,0.04816,0.431,0.3611,0.001841,0.08276,0.06209,0.07269,1.752,0.02212,11.14,12.6,3.112,0.7657,0.1518,0.03125,51.82,50.24,14.3,12.72,-0.3921,-0.4711,-2.268,-2.347,12500,42.28,16.42
260,34,1793,1469,0.04095,87.3,42.35,142.5,139.3,48.8,45.61,8.739,8.616,5.135,5.012,58.4,2.62e+04,4.031,2.821e+06,3.965e+06,1.113e+05,7622,3171930,17.91,0.7334,0.008768,42,22,1534727104028171244,0.3498,0.9993,0.6495,0.01,4,12,260,True,True,True,1590114042138656450,0,12500,cifar10,0.05216,0.3788,0.3428,0.00181,0.08357,0.0582,0.06835,1.448,0.01796,15.02,17.81,2.984,0.7809,0.03785,0.00766,66.53,64.94,19.68,18.09,-0.3473,-0.4088,-2.149,-2.211,12500,52.9,21.73
262,35.14,4540,1977,0.03718,103.4,67.38,87.54,84.25,30.29,26.99,8.892,8.657,4.802,4.567,80.68,9.16e+04,9.178,2.31e+06,2.759e+06,2.158e+05,1.07e+04,2102030,883.4,32.85,0.009981,42,49,-2851707175462957610,0.3678,1,0.6322,0.001585,2,16,262,True,True,True,1590115472240938005,1,12500,cifar10,0.05302,0.6026,0.3977,0.001725,0.09096,0.07342,0.08034,2.707,0.0271,13.59,14.86,4.155,0.9251,0.2658,0.05126,39.05,37.41,10.43,8.78,-0.2708,-0.3884,-2.316,-2.433,12500,34.58,12.57
266,34.94,3025,1038,0.04534,79.6,55,80.41,77.31,28.67,25.57,8.383,8.162,4.687,4.466,62.05,4.694e+04,10.24,9.945e+05,1.147e+06,9.83e+04,6336,826280,449.4,20.38,0.009996,42,32,5533540453786753983,0.3402,1,0.6598,0.00631,2,10,266,True,True,True,1590114763246614706,4,12500,cifar10,0.05287,0.4919,0.2882,0.001905,0.0798,0.06633,0.07045,1.938,0.02862,8.92,9.578,2.804,0.7119,0.1896,0.04037,35.49,33.94,9.616,8.069,-0.5255,-0.636,-2.373,-2.484,12500,32.52,11.54
268,37.52,2119,2114,0.03477,99.44,46.04,177.9,174.6,59.63,56.27,9.025,8.92,5.329,5.224,58.4,3.096e+04,7.186,4.218e+06,5.817e+06,1.444e+05,9887,4164630,22.27,0.7743,0.009895,42,43,-615072264321197290,0.3707,0.9986,0.6279,0.003162,5,12,268,True,True,True,1590114576830805675,0,12500,cifar10,0.05479,0.4118,0.4112,0.001668,0.08919,0.06069,0.06835,1.574,0.02398,18.37,21.57,3.398,0.8894,0.04221,0.00787,84.24,82.56,25.1,23.42,-0.204,-0.2565,-2.052,-2.105,12500,63.93,27.25
270,29.43,1999,1789,0.04014,84.77,44.71,141.3,138.1,46.65,43.44,8.692,8.568,5.052,4.929,64,3.2e+04,5.416,1.395e+06,1.846e+06,1.15e+05,7185,1414630,316.7,12.71,0.009529,42,28,-3178737438246148975,0.4102,0.9999,0.5897,0.001585,4,8,270,True,True,True,1590115200376287884,3,12500,cifar10,0.04852,0.3999,0.3783,0.001792,0.08235,0.0598,0.07155,1.6,0.02082,10.57,12.15,3.033,0.7582,0.1592,0.03189,65.93,64.32,18.61,17,-0.3707,-0.4325,-2.191,-2.252,12500,50.93,20.75
271,34.9,4697,2081,0.0356,104.8,68.53,87.87,84.54,30.32,26.98,8.916,8.677,4.805,4.566,89.9,1.056e+05,10.37,2.311e+06,2.756e+06,2.467e+05,1.098e+04,2102030,1009,35.93,0.009874,42,68,3878930905162672824,0.3669,1,0.6331,0.001,2,16,271,True,True,True,1590115294930477227,0,12500,cifar10,0.05284,0.613,0.408,0.001687,0.09155,0.07404,0.0848,2.906,0.0288,13.6,14.85,4.443,0.9371,0.2842,0.05361,39.22,37.55,10.44,8.775,-0.2589,-0.378,-2.314,-2.434,12500,34.62,12.59
274,37.1,2926,914.1,0.04668,77.43,54.1,79.69,76.62,28.92,25.86,8.331,8.112,4.705,4.486,64,4.684e+04,9.747,9.89e+05,1.137e+06,9.595e+04,5996,826280,314,14.66,0.009362,42,29,159914500585748848,0.337,1,0.663,0.01,2,10,274,True,True,True,1590114033680315192,0,12500,cifar10,0.05448,0.4838,0.2704,0.001932,0.07871,0.06578,0.07155,1.936,0.02792,8.895,9.536,2.771,0.6926,0.1585,0.03424,35.13,33.6,9.744,8.212,-0.5512,-0.6606,-2.364,-2.474,12500,32.68,11.62
277,51.63,2462,1837,0.04315,108.9,49.62,209.7,206.6,74.15,71,9.157,9.074,5.589,5.506,60.18,3.706e+04,3.344,7.737e+06,1.133e+07,1.785e+05,1.186e+04,9156430,5.88,0.2537,0.009944,42,50,-6151867090777313790,0.3516,0.9992,0.6476,0.01,6,16,277,True,True,True,1590115420659350885,2,12500,cifar10,0.06427,0.4438,0.3833,0.001858,0.09335,0.063,0.06939,1.722,0.01636,24.88,30.1,3.779,0.9743,0.02169,0.004505,100.1,98.58,32.36,30.79,-0.1384,-0.1797,-1.922,-1.964,12500,78.52,34.54
279,35.48,4390,1854,0.03709,99.51,66.26,86.41,83.12,29.94,26.65,8.811,8.576,4.778,4.543,93.32,1.024e+05,11.97,1.835e+06,2.162e+06,2.31e+05,9901,1611780,1146,42.52,0.009952,42,72,3578242393471216772,0.3777,1,0.6223,0.001,2,14,279,True,True,True,1590116469104635165,3,12500,cifar10,0.05328,0.5926,0.3851,0.001723,0.08922,0.07281,0.08641,2.863,0.03094,12.12,13.15,4.299,0.89,0.3028,0.05832,38.49,36.84,10.25,8.608,-0.311,-0.4287,-2.328,-2.445,12500,34.17,12.37
280,31.65,2315,1495,0.04494,90.61,48.12,114.7,111.6,39.48,36.38,8.733,8.578,4.97,4.815,64,3.707e+04,5.619,3.021e+06,3.956e+06,1.314e+05,8210,2962430,45.69,2.053,0.008779,42,16,-5125843615822465566,0.3432,0.9998,0.6566,0.01,3,14,280,True,True,True,1590114461927544743,2,12500,cifar10,0.05032,0.4304,0.3458,0.001896,0.08514,0.06204,0.07155,1.722,0.0212,15.55,17.79,3.242,0.8104,0.06046,0.01282,52.66,51.11,15.03,13.47,-0.3502,-0.4278,-2.232,-2.309,12500,43.69,17.13
281,42.93,2817,2966,0.03103,113.5,53.08,215.9,212.4,71.12,67.64,9.319,9.228,5.509,5.418,64,4.509e+04,4.161,4.579e+06,6.535e+06,2.063e+05,1.289e+04,5157330,33.27,1.032,0.008866,42,80,-661802221272114476,0.388,0.9996,0.6116,0.001585,6,12,281,True,True,True,1590117782147614478,4,12500,cifar10,0.0586,0.4747,0.4871,0.001576,0.09531,0.06516,0.07155,1.899,0.01824,19.14,22.86,4.063,1.016,0.05159,0.009088,103.2,101.5,30.84,29.11,-0.05725,-0.1029,-1.962,-2.008,12500,75.64,33.1
283,43.49,2169,1691,0.04007,102.8,46.58,177.9,174.6,62.45,59.23,9.024,8.923,5.417,5.317,62.05,3.367e+04,5.567,6.599e+06,9.515e+06,1.639e+05,1.056e+04,7392830,14.24,0.5705,0.009888,42,34,7889679010538369184,0.3523,0.9986,0.6463,0.01,5,16,283,True,True,True,1590114589987387924,1,12500,cifar10,0.05899,0.4166,0.3678,0.00179,0.09067,0.06104,0.07045,1.641,0.0211,22.98,27.59,3.621,0.9192,0.03375,0.006756,84.21,82.6,26.51,24.9,-0.2048,-0.2551,-2.008,-2.058,12500,66.66,28.62
284,27.68,2104,1487,0.03985,79.62,45.87,110.2,107,37.08,33.86,8.508,8.347,4.85,4.689,75.31,3.964e+04,7.038,9.893e+05,1.256e+06,1.194e+05,6339,972830,510.1,20.33,0.009854,42,28,4444852121170596404,0.4263,1,0.5737,0.001585,3,8,284,True,True,True,1590115174434536657,3,12500,cifar10,0.04706,0.4103,0.3449,0.001785,0.07981,0.06058,0.07762,1.781,0.02373,8.896,10.03,3.09,0.7121,0.202,0.04033,50.41,48.8,13.82,12.21,-0.4627,-0.5433,-2.292,-2.372,12500,41.16,15.86
287,44.02,2129,1667,0.04012,102.3,46.14,177.7,174.4,62.46,59.25,9.018,8.917,5.418,5.317,60.18,3.205e+04,5.778,6.593e+06,9.527e+06,1.575e+05,1.047e+04,7392830,13.71,0.55,0.009204,42,38,7889679010538369184,0.3564,0.9984,0.642,0.01,5,16,287,True,True,True,1590114213213475713,0,12500,cifar10,0.05934,0.4127,0.3652,0.001792,0.09047,0.06075,0.06939,1.601,0.0215,22.97,27.61,3.55,0.9151,0.03312,0.006633,84.11,82.51,26.51,24.91,-0.2079,-0.2582,-2.008,-2.058,12500,66.67,28.62
288,37.61,2911,897.4,0.04635,77.35,53.96,79.63,76.56,29,25.92,8.327,8.108,4.71,4.491,64,4.66e+04,9.178,9.788e+05,1.127e+06,9.575e+04,5983,826280,306.7,14.22,0.009519,42,29,159914500585748848,0.3275,1,0.6725,0.01,2,10,288,True,True,True,1590114262165817321,2,12500,cifar10,0.05485,0.4826,0.2679,0.001926,0.07866,0.0657,0.07155,1.931,0.0271,8.849,9.495,2.768,0.6919,0.1566,0.03373,35.1,33.56,9.781,8.246,-0.5532,-0.6629,-2.362,-2.471,12500,32.72,11.65
289,38.53,2139,2096,0.03486,99.43,46.24,178,174.6,59.77,56.41,9.027,8.923,5.333,5.229,60.18,3.22e+04,5.888,4.108e+06,5.698e+06,1.488e+05,9887,4164630,22.77,0.7936,0.009237,42,46,-615072264321197290,0.3669,0.9986,0.6317,0.003162,5,12,289,True,True,True,1590115256205108889,2,12500,cifar10,0.05552,0.4136,0.4095,0.00167,0.08919,0.06082,0.06939,1.605,0.0217,18.13,21.35,3.45,0.8894,0.04268,0.007968,84.27,82.59,25.17,23.49,-0.203,-0.2554,-2.05,-2.102,12500,64.06,27.31
291,27.58,2223,1560,0.03808,81.15,47.15,110.8,107.6,37.24,33.97,8.537,8.374,4.858,4.694,72.82,4.049e+04,7.743,9.898e+05,1.253e+06,1.199e+05,6585,972830,686,26.12,0.009943,42,34,3577345688727135263,0.4471,1,0.5529,0.001,3,8,291,True,True,True,1590115274531927111,1,12500,cifar10,0.04698,0.4217,0.3533,0.001745,0.08057,0.06142,0.07632,1.8,0.02489,8.899,10.01,3.097,0.7258,0.2343,0.04571,50.7,49.07,13.9,12.27,-0.448,-0.5297,-2.288,-2.37,12500,41.32,15.94
292,36.15,3215,1096,0.04114,78.78,56.7,79.74,76.55,28.23,25.04,8.335,8.107,4.656,4.428,72.82,5.854e+04,12.82,6.413e+05,7.283e+05,1.13e+05,6207,531030,1278,52.59,0.009894,42,75,2534524558569033911,0.3718,1,0.6282,0.001585,2,8,292,True,True,True,1590114751888007701,0,12500,cifar10,0.05378,0.5071,0.2961,0.001814,0.07939,0.06735,0.07632,2.164,0.03202,7.163,7.633,3.007,0.7047,0.3198,0.06486,35.15,33.56,9.4,7.805,-0.5493,-0.6633,-2.389,-2.503,12500,32.04,11.3
296,36.23,2447,2530,0.029,104.5,49.47,181.4,177.9,59.67,56.13,9.135,9.024,5.33,5.22,64,3.917e+04,10.64,4.507e+06,6.06e+06,1.749e+05,1.093e+04,4164630,50.52,1.465,0.009749,42,60,-6638578279246172353,0.3854,0.9983,0.6129,0.001585,5,12,296,True,True,True,1590115696279909500,2,12500,cifar10,0.05384,0.4425,0.4498,0.001523,0.09145,0.06291,0.07155,1.77,0.02917,18.99,22.02,3.74,0.9351,0.06357,0.01083,85.99,84.22,25.12,23.35,-0.1492,-0.2045,-2.052,-2.107,12500,63.97,27.27
297,36.73,3001,991.8,0.04246,76.42,54.78,79.03,75.87,28.24,25.08,8.284,8.059,4.656,4.43,75.31,5.652e+04,12.47,6.483e+05,7.363e+05,1.1e+05,5839,531030,846.6,35.95,0.009364,42,50,4533618513740012934,0.3622,1,0.6378,0.003162,2,8,297,True,True,True,1590114738874246434,2,12500,cifar10,0.05421,0.49,0.2817,0.001843,0.07819,0.0662,0.07762,2.126,0.03158,7.202,7.675,2.966,0.6835,0.2603,0.05363,34.8,33.22,9.402,7.822,-0.5746,-0.6874,-2.389,-2.502,12500,31.98,11.27
