	index	hp.lr	hp.model_width	hp.model_depth	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_sum_of_fro	complexity.param_norm	complexity.path_norm	complexity.params	complexity.log_prod_of_spec	complexity.log_sum_of_spec	complexity.fro_dist	complexity.fro_over_spec	complexity.dist_spec_init	complexity.pacbayes_orig	complexity.pacbayes_init	complexity.pacbayes_flatness	complexity.pacbayes_mag_orig	complexity.pacbayes_mag_init	complexity.pacbayes_mag_flatness	complexity.inverse_margin	complexity.log_prod_of_fro_over_margin	complexity.log_sum_of_fro_over_margin	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_spec_over_margin	complexity.path_norm_over_margin	experiment_id	cross_entropy	data_seed	seed	train_dataset_size	epoch	gen.gap	gen.val_acc	gen.train_acc	repeat_id	is.last_epoch	is.converged	is.high_train_accuracy
20	20	0.001585	10	3	88.92247772216797	50.71930694580078	114.21974182128906	25.710987091064453	7907.2080078125	496.8431701660156	1516030	38.198219299316406	21.909910202026367	2572.44775390625	1813.991455078125	28.255680084228516	143967.890625	46851.56640625	72.81777954101562	1961623.375	1537429.25	6.754721641540527	0.0368521623313427	110.91889953613281	25.545944213867188	34.897377014160156	21.744869232177734	18.309743881225586	981211836129003067	0.00852108123779297	42	3	12500	24	0.4204	0.5796	1.0	1590115360438565169	True	True	True
25	25	0.01	14	5	96.51222229003906	45.02847671508789	174.79449462890625	37.46232604980469	9314.609375	16.22380828857422	5663730	61.44853210449219	33.920265197753906	2027.563720703125	1559.926025390625	43.3671760559082	132037.515625	28758.134765625	56.69204330444336	7467646.5	5315422.0	7.185768127441406	0.035502005368471146	171.45632934570312	37.358009338378906	58.11036682128906	33.815948486328125	0.5759777426719666	-5083040002587004113	0.006411602478027344	42	1	12500	38	0.35268	0.6466	0.99928	1590114551916709254	True	True	True
31	31	0.001585	10	2	85.36624908447266	59.08486557006836	82.20270538330078	19.87162208557129	7287.3955078125	1158.0185546875	826280	28.853750228881836	16.06098175048828	3491.021484375	1315.25634765625	35.32722473144531	132684.578125	63573.68359375	72.81777954101562	1176484.625	1025038.5	16.0	0.038257718086242676	78.93929290771484	19.638521194458008	25.59033966064453	15.827881813049316	44.30315017700195	426248914965896853	0.009491698455810547	42	4	12500	64	0.36450000000000005	0.6355	1.0	1590115722999488584	True	True	True
32	32	0.00631	8	3	73.0165786743164	41.83683395385742	107.45830535888672	25.372915267944336	5331.4208984375	146.3715057373047	972830	37.05751419067383	21.852874755859375	1750.320556640625	1126.53271484375	30.799448013305664	85324.25	28026.64453125	64.0	1296636.125	1026834.3125	7.111111164093018	0.046842485666275024	104.3973388671875	25.219867706298828	33.996551513671875	21.699827194213867	6.856405258178711	7551496049556484868	0.00969906036376953	42	2	12500	20	0.378	0.622	1.0	1590114417632202207	True	True	True
34	34	0.003162	14	3	101.4070053100586	56.38548278808594	118.96652221679688	25.948326110839844	10283.3818359375	261.7877197265625	2962430	39.53113555908203	21.9765567779541	3179.32275390625	2212.2373046875	29.17702865600586	200358.0	61959.80859375	77.92627716064453	3865304.25	2998188.25	5.224489688873291	0.039048079401254654	115.72356414794922	25.786178588867188	36.28817367553711	21.814409255981445	10.222308158874512	-1532375267845160861	0.008437149963378906	42	4	12500	16	0.38249999999999995	0.6175	1.0	1590115310993694284	True	True	True
36	36	0.003162	12	6	106.13784790039062	47.601318359375	210.73448181152344	43.5456428527832	11265.2451171875	13.40050983428955	5157330	70.7216796875	39.8610954284668	2265.8857421875	2386.4921875	43.84693908691406	169507.015625	34111.71875	60.17998123168945	6598508.0	4536917.0	3.761248826980591	0.03346366435289383	207.33718872070312	43.456241607666016	67.32438659667969	39.77169418334961	0.4484301805496216	-5887905545788027288	0.008176900634765625	42	2	12500	65	0.36102	0.6385	0.99952	1590115625640282628	True	True	True
37	37	0.00631	14	3	95.2005615234375	51.386070251464844	116.68950653076172	25.834476470947266	9063.1474609375	94.9199447631836	2962430	39.473148345947266	21.973657608032227	2640.5283203125	1788.817138671875	30.569963455200195	145031.859375	42269.96484375	64.0	3933858.75	3022955.25	5.224489688873291	0.03901329264044762	113.4456558227539	25.672283172607422	36.22929382324219	21.811464309692383	3.703139543533325	3525081532476637291	0.007003841247558594	42	1	12500	16	0.34682	0.6531	0.99992	1590114541147352100	True	True	True
38	38	0.001	16	3	115.75265502929688	66.60173034667969	123.30174255371094	26.16508674621582	13398.67578125	658.6509399414062	3865630	40.60731887817383	22.030364990234375	4435.7890625	3006.74951171875	29.067331314086914	301151.90625	99714.3984375	89.89849090576172	4920181.5	3854357.25	7.4964680671691895	0.03467737138271332	119.94007110595703	25.99700355529785	37.24565124511719	21.862281799316406	22.84028434753418	-800326134437226231	0.009725239105224609	42	4	12500	25	0.42010000000000003	0.5799	1.0	1590116307170544016	True	True	True
39	39	0.00631	8	3	73.20643615722656	42.128875732421875	107.54617309570312	25.377307891845703	5359.1826171875	151.9917449951172	972830	36.974090576171875	21.848705291748047	1774.842041015625	1137.3890380859375	30.30758285522461	83150.34375	27551.92578125	62.04591751098633	1286646.875	1018955.8125	6.754721641540527	0.0443095862865448	104.42961883544922	25.221481323242188	33.85753631591797	21.6928768157959	6.734691619873047	7551496049556484868	0.008467986145019531	42	0	12500	19	0.37370000000000003	0.6263	1.0	1590114211783018989	True	True	True
40	40	0.01	12	2	82.22396087646484	55.232852935791016	81.43263244628906	19.81661605834961	6760.7802734375	249.81809997558594	1186530	29.417133331298828	16.10122299194336	3050.667724609375	1018.6275024414062	36.33321762084961	111655.3125	50394.0625	66.0478744506836	1671445.25	1436169.625	10.635076522827148	0.04521869122982025	78.33638763427734	19.595457077026367	26.32088851928711	15.880064010620117	11.29644775390625	-2775294095317312987	0.008917786407470703	42	1	12500	27	0.32830000000000004	0.6717	1.0	1590114173282712967	True	True	True
41	41	0.001585	16	2	103.69155883789062	67.69631958007812	87.57566833496094	20.25540542602539	10751.939453125	885.9398193359375	2102030	30.25839614868164	16.161314010620117	4582.79052734375	1989.886962890625	35.240562438964844	224715.234375	95792.6328125	83.59183502197266	2790872.75	2343884.5	9.74657917022705	0.03707071766257286	84.2807388305664	20.02005386352539	26.963468551635742	15.925962448120117	32.84242248535156	-2851707175462957610	0.00998779571533203	42	0	12500	48	0.36329999999999996	0.6367	1.0	1590115115614500972	True	True	True
43	43	0.003162	8	2	76.36905670166016	54.712501525878906	79.02339172363281	19.644527435302734	5832.2333984375	841.5233764648438	531030	28.10932731628418	16.007808685302734	2993.4580078125	1005.582275390625	35.41769027709961	93337.2421875	47916.8359375	64.0	724039.125	635907.6875	11.1984281539917	0.04026121273636818	75.81102752685547	19.41507339477539	24.896961212158203	15.77835464477539	33.88075256347656	4533618513740012934	0.009002951965332032	42	4	12500	50	0.3536	0.6464	1.0	1590115083791713436	True	True	True
48	48	0.00631	10	4	84.11742401123047	42.12593078613281	140.98916625976562	31.42266082763672	7075.7412109375	31.930450439453125	2205780	47.56959533691406	27.829599380493164	1774.59423828125	1519.232666015625	32.02340316772461	100306.0078125	25172.79296875	56.69204330444336	2813385.25	2053180.0	4.403117656707764	0.039729341864585876	137.7635040283203	31.298595428466797	44.343929290771484	27.705535888671875	1.2685757875442505	3882904860782726600	0.008698337554931641	42	1	12500	22	0.35026	0.6491	0.99936	1590114364670434642	True	True	True
52	52	0.003162	8	5	82.21173095703125	40.67569351196289	166.9175262451172	37.21617126464844	6758.76904296875	30.861167907714844	1856430	56.66139221191406	33.770668029785156	1654.51220703125	1530.5245361328125	37.92354965209961	98694.3671875	24176.08984375	58.396968841552734	2596887.25	1946197.25	7.659430027008057	0.03495108336210251	163.563720703125	37.111366271972656	53.307586669921875	33.665863037109375	1.0786311626434326	9093518227723985452	0.009633346557617188	42	4	12500	51	0.3843200000000001	0.6144	0.99872	1590115788966566454	True	True	True
55	55	0.01	12	5	89.63037109375	43.04313278198242	170.79058837890625	37.33720397949219	8033.603515625	15.079429626464844	4164630	60.0512580871582	33.87660217285156	1852.7113037109375	1415.9312744140625	42.050270080566406	113881.8046875	26279.951171875	56.69204330444336	5263370.5	3740832.75	5.416198253631592	0.03495960682630539	167.43702697753906	37.23240661621094	56.697696685791016	33.77180480957031	0.5271709561347961	-9155870155226613232	0.00817971221923828	42	1	12500	40	0.3595999999999999	0.6388	0.9984	1590114357261412834	True	True	True
60	60	0.00631	8	6	82.90347290039062	41.19399642944336	193.04202270507812	43.080055236816406	6872.9853515625	9.538256645202637	2298230	67.2138671875	39.7687873840332	1696.9453125	1427.830078125	46.40642547607422	91945.5	22717.548828125	53.498775482177734	2926518.25	2125837.0	4.0	0.03787418454885483	189.76853942871094	42.9939079284668	63.94038009643555	39.682640075683594	0.36125367879867554	1763337119348467370	0.00831513442993164	42	4	12500	63	0.36649999999999994	0.6327	0.9992	1590115854868892500	True	True	True
61	61	0.001	14	2	99.75186157226562	66.62860870361328	86.44638061523438	20.174741744995117	9950.4326171875	1093.446044921875	1611780	29.964332580566406	16.140310287475586	4439.37109375	1842.64111328125	35.26202392578125	223653.921875	99794.8828125	89.89849090576172	2114743.0	1790449.875	10.113189697265625	0.03666621074080467	83.1404800415039	19.93860626220703	26.658432006835938	15.904173851013184	40.092525482177734	3578242393471216772	0.00991238754272461	42	4	12500	74	0.3712	0.6288	1.0	1590116851725607382	True	True	True
62	62	0.00631	16	6	113.62500762939453	48.6557731628418	214.16217041015625	43.63584518432617	12910.6435546875	6.611412525177002	9156430	73.88678741455078	39.94438934326172	2367.38427734375	2262.46826171875	48.1583251953125	194262.046875	35638.765625	60.17998123168945	11625701.0	7754491.0	3.5173423290252686	0.040404658764600754	210.95335388183594	43.5514030456543	70.677978515625	39.859947204589844	0.26713186502456665	-3434481787209509561	0.008609270935058594	42	1	12500	44	0.36188	0.6378	0.99968	1590114969182511995	True	True	True
63	63	0.001585	12	5	105.39991760253906	50.12263870239258	181.69281005859375	37.67790222167969	11109.1435546875	53.86623001098633	4164630	59.55363082885742	33.86104965209961	2512.279296875	2598.732666015625	35.45576858520508	183455.34375	41504.1953125	66.0478744506836	5800510.0	4257267.5	7.111111164093018	0.02910519205033779	178.15597534179688	37.56737518310547	56.01679229736328	33.750526428222656	1.5677869319915771	-6638578279246172353	0.00980507568359375	42	0	12500	52	0.37639999999999996	0.622	0.9984	1590114932698412210	True	True	True
68	68	0.001585	8	2	78.15162658691406	55.724586486816406	79.63797760009766	19.688426971435547	6107.67626953125	1189.6956787109375	531030	28.218544006347656	16.015609741210938	3105.22998046875	1091.10400390625	35.566864013671875	104150.765625	52962.31640625	68.19563293457031	714018.8125	624633.25	11.346260070800781	0.0410185270011425	76.44424438476562	19.460304260253906	25.024812698364258	15.787487030029297	48.799564361572266	2534524558569033911	0.009932229309082032	42	4	12500	75	0.36860000000000004	0.6314	1.0	1590115759485140684	True	True	True
70	70	0.00631	16	2	96.11663818359375	61.88289260864258	85.46878814697266	20.10491371154785	9238.41015625	309.01226806640625	2102030	30.221332550048828	16.158666610717773	3829.492919921875	1449.264892578125	36.35175323486328	186370.75	77266.8125	80.68451690673828	2987812.0	2526245.25	10.369210243225098	0.043786656111478806	82.34036254882812	19.881454467773438	27.092906951904297	15.93520736694336	13.53061294555664	-1527731969814682931	0.009993855590820312	42	3	12500	25	0.3285	0.6715	1.0	1590114992466988789	True	True	True
71	71	0.001585	8	4	84.41986083984375	44.64048767089844	141.1793212890625	31.429973602294922	7126.7119140625	301.1240234375	1414630	46.58936309814453	27.791898727416992	1992.773193359375	1774.779052734375	29.709636688232422	121524.21875	33996.1484375	68.19563293457031	1859489.875	1410504.25	5.516034126281738	0.04213736578822136	138.0124969482422	31.30817413330078	43.422542572021484	27.67009735107422	12.688572883605957	-3178737438246148975	0.009563172302246094	42	0	12500	29	0.41032	0.5896	0.99992	1590114750324447889	True	True	True
72	72	0.001	14	2	99.21590423583984	66.05239868164062	86.39749145507812	20.171249389648438	9843.794921875	1100.4886474609375	1611780	29.98004150390625	16.14143180847168	4362.9189453125	1842.642578125	35.58123016357422	198582.109375	88026.6328125	80.68451690673828	2133126.75	1806184.625	10.911300659179688	0.03533263877034187	83.0545425415039	19.93246841430664	26.63709259033203	15.902649879455566	38.8831672668457	3578242393471216772	0.009274258270263671	42	0	12500	76	0.3721	0.6279	1.0	1590115292714219175	True	True	True
73	73	0.01	10	3	77.71246337890625	43.16541290283203	109.5849609375	25.479248046875	6039.2265625	66.39743041992188	1516030	38.0615234375	21.903076171875	1863.2529296875	1167.6190185546875	31.547481536865234	96649.1484375	29833.560546875	64.0	1976613.5	1532427.75	5.566990375518799	0.04862236976623535	106.56128692626953	25.32806396484375	35.0378532409668	21.75189208984375	3.228400230407715	-4585854124910700937	0.009834594116210937	42	0	12500	17	0.35744	0.6424	0.99984	1590114034933535241	True	True	True
77	77	0.001	16	6	135.94796752929688	64.2611083984375	228.79415893554688	44.020896911621094	18481.849609375	76.00740814208984	9156430	74.34150695800781	39.956356048583984	4129.48974609375	4288.400390625	42.93767547607422	336473.375	75196.65625	72.81777954101562	11464746.0	8042795.5	4.2622270584106445	0.032112639397382736	225.35565185546875	43.93041229248047	70.90299987792969	39.865867614746094	2.44079852104187	92221832124007338	0.009145027770996093	42	3	12500	89	0.39482000000000006	0.6051	0.99992	1590167168080004102	True	True	True
80	80	0.00631	12	3	87.9371337890625	47.76438903808594	114.02099609375	25.7010498046875	7732.939453125	100.27436828613281	2179230	38.71393585205078	21.935697555541992	2281.43701171875	1567.0701904296875	30.128320693969727	131859.71875	38917.55078125	68.19563293457031	2914480.0	2251410.25	6.059171676635742	0.04562937840819359	110.93379211425781	25.546689987182617	35.626731872558594	21.781335830688477	4.5754570960998535	1509510996435988000	0.009459755401611328	42	1	12500	17	0.36360000000000003	0.6364	1.0	1590114499445111790	True	True	True
81	81	0.003162	12	4	98.07513427734375	49.219078063964844	148.21676635742188	31.700645446777344	9618.73046875	85.76105499267578	3171930	48.71721649169922	27.87373924255371	2422.517578125	2211.369384765625	31.021337509155273	158845.734375	40022.0625	66.0478744506836	4139974.25	3049643.25	4.2622270584106445	0.042405109852552414	145.0562744140625	31.57908821105957	45.55672836303711	27.752182006835938	3.636707067489624	-6747634100443282140	0.009631033935546875	42	0	12500	21	0.3662399999999999	0.6336	0.99984	1590114572247121089	True	True	True
84	84	0.003162	8	3	76.88563537597656	44.232322692871094	109.13735961914062	25.456867218017578	5911.39990234375	308.4722900390625	972830	37.04505920410156	21.852252960205078	1956.498046875	1319.4085693359375	29.06745719909668	97630.3984375	32327.169921875	66.0478744506836	1297324.875	1029475.5625	7.33865213394165	0.04171027988195419	105.9603500366211	25.298017501831055	33.86804962158203	21.693403244018555	12.86646556854248	-7355835387290159384	0.008871455383300782	42	2	12500	23	0.4002	0.5998	1.0	1590114613693017236	True	True	True
86	86	0.001	12	2	92.49813842773438	62.346343994140625	84.52883911132812	20.03777503967285	8555.90625	1139.7069091796875	1186530	29.56289291381836	16.111635208129883	3887.06591796875	1584.117431640625	35.64752960205078	185383.59375	84234.15625	86.65917205810547	1568582.5	1335308.375	10.911300659179688	0.03838372975587845	81.26871490478516	19.804908752441406	26.302770614624023	15.878768920898438	43.74620056152344	6884079626664233470	0.009870760192871093	42	2	12500	83	0.367	0.633	1.0	1590116039513996961	True	True	True
87	87	0.003162	12	6	106.03173065185547	47.73279571533203	210.61700439453125	43.54255294799805	11242.7275390625	12.647005081176758	5157330	70.74322509765625	39.861663818359375	2278.420166015625	2371.211669921875	44.471778869628906	164156.765625	33284.66796875	58.396968841552734	6580031.0	4528098.0	3.761248826980591	0.033077649772167206	207.20809936523438	43.452842712402344	67.3343276977539	39.77195739746094	0.41833317279815674	-5887905545788027288	0.008325804290771484	42	0	12500	69	0.36222	0.6373	0.99952	1590114576831542058	True	True	True
88	88	0.001585	8	2	78.59954833984375	56.43061828613281	79.71977233886719	19.69426918029785	6177.88916015625	1274.8482666015625	531030	28.480947494506836	16.034353256225586	3184.4150390625	1068.656005859375	38.19496536254883	120376.5859375	62059.01171875	77.92627716064453	724903.0625	637334.375	12.641975402832031	0.04012083262205124	76.50391387939453	19.46456527709961	25.265087127685547	15.804649353027344	51.147972106933594	2534524558569033911	0.00967511459350586	42	2	12500	78	0.37529999999999997	0.6247	1.0	1590115256583251972	True	True	True
89	89	0.001	10	6	107.5577163696289	52.23058319091797	212.09149169921875	43.581356048583984	11568.662109375	89.9502944946289	3585280	69.41793823242188	39.826786041259766	2728.033935546875	2827.04296875	40.756492614746094	191042.921875	45066.73828125	66.0478744506836	4561383.0	3270455.25	4.870392322540283	0.03318777680397034	208.6859130859375	43.49173355102539	66.01236724853516	39.73716735839844	2.985250473022461	-4508936653500366188	0.009923182983398438	42	3	12500	108	0.40048000000000006	0.5992	0.99968	1590167163230373151	True	True	True
90	90	0.01	8	5	75.76377868652344	40.2138557434082	161.4124755859375	37.04413986206055	5740.15087890625	16.731552124023438	1856430	57.15045166015625	33.78594970703125	1617.154052734375	1121.66064453125	42.37066650390625	72588.2421875	20465.41796875	50.567901611328125	2351043.75	1765336.75	5.888097763061523	0.039628177881240845	158.18426513671875	36.943260192871094	53.922237396240234	33.6850700378418	0.6630409359931946	-6565967768306154532	0.0098423193359375	42	2	12500	46	0.3609399999999999	0.6377	0.99864	1590114997462318259	True	True	True
91	91	0.01	16	5	102.5421142578125	46.30058670043945	177.95237731933594	37.561012268066406	10514.88671875	14.47383975982666	7392830	62.321624755859375	33.94755172729492	2143.744384765625	1690.1343994140625	43.301788330078125	158217.875	32274.107421875	60.17998123168945	9693746.0	6763823.5	6.553599834442139	0.036564622074365616	174.64370727539062	37.45761489868164	59.0129508972168	33.844154357910156	0.5292304754257202	7889679010538369184	0.009071133880615234	42	2	12500	40	0.35384000000000004	0.6444	0.99824	1590114947057050870	True	True	True
92	92	0.01	16	2	91.74751281738281	58.61124038696289	84.26033020019531	20.01859474182129	8417.60546875	182.62376403808594	2102030	30.264989852905273	16.161785125732422	3435.2783203125	1211.240234375	36.38402557373047	158497.96875	64696.7890625	75.30709838867188	2932487.25	2462762.5	8.462809562683105	0.04641430079936981	81.190185546875	19.799299240112305	27.194841384887695	15.942488670349121	8.476354598999023	-2546047217668018735	0.009942162170410156	42	2	12500	24	0.3176	0.6824	1.0	1590114535979651883	True	True	True
94	94	0.003162	10	2	83.23397064208984	57.54923629760742	81.52982330322266	19.823558807373047	6927.89453125	773.3638916015625	826280	28.775203704833984	16.05537223815918	3311.91552734375	1202.379638671875	35.66933059692383	126140.046875	60313.14453125	72.81777954101562	1127508.625	975635.5625	10.369210243225098	0.04217119514942169	78.36380767822266	19.597415924072266	25.60918617248535	15.829227447509766	32.61368179321289	-9142362719294473386	0.009978761901855468	42	3	12500	42	0.35	0.65	1.0	1590115071873211077	True	True	True
97	97	0.003162	12	3	93.32550811767578	51.85481643676758	116.11216735839844	25.80560874938965	8709.650390625	253.2100067138672	2179230	38.85295867919922	21.94264793395996	2688.921875	1905.6993408203125	29.30512046813965	148511.578125	45864.7265625	68.19563293457031	2883259.25	2244805.75	6.117855548858643	0.04129662737250328	112.9251937866211	25.646259307861328	35.665985107421875	21.78329849243164	10.456718444824219	8552722761693282105	0.009470857391357421	42	0	12500	18	0.3832	0.6168	1.0	1590114571648673776	True	True	True
98	98	0.001585	14	4	112.1004638671875	57.90083694458008	154.48779296875	31.941837310791016	12566.517578125	276.0484619140625	4313080	50.226646423339844	27.931793212890625	3352.506591796875	2986.06005859375	30.744739532470703	221348.921875	59067.4921875	70.44988250732422	5627590.5	4206464.5	4.828676223754883	0.036965709179639816	151.19003295898438	31.81500244140625	46.92888259887695	27.804956436157227	10.204326629638672	8073524614828840347	0.008743397521972656	42	0	12500	23	0.39505999999999997	0.6047	0.99976	1590114933853968961	True	True	True
102	102	0.003162	10	6	96.90596008300781	44.60379409790039	204.63784790039062	43.38520812988281	9390.765625	14.811088562011719	3585280	69.33015441894531	39.82447814941406	1989.4986572265625	2029.7283935546875	44.48155975341797	133116.859375	28218.634765625	56.69204330444336	4586392.0	3199959.5	4.031434059143066	0.03650014102458954	201.32740783691406	43.29808807373047	66.01971435546875	39.737361907958984	0.5406068563461304	1817495499038860681	0.008888326110839844	42	4	12500	70	0.37176	0.628	0.99976	1590116512807829845	True	True	True
103	103	0.001585	16	3	112.30060577392578	63.045650482177734	122.51716613769531	26.125858306884766	12611.4267578125	457.5195007324219	3865630	40.48908996582031	22.02445411682129	3974.75390625	2820.28759765625	29.111364364624023	263574.71875	83085.8984375	83.59183502197266	4956828.5	3843615.5	6.488552093505859	0.036355867981910706	119.20276641845703	25.96013832092285	37.17469024658203	21.858734130859375	16.63351821899414	-7410018531192978725	0.009690491790771484	42	2	12500	21	0.42179999999999995	0.5782	1.0	1590115522702093223	True	True	True
106	106	0.001	16	4	123.64002990722656	65.1854248046875	158.73239135742188	32.1050910949707	15286.859375	444.399169921875	5629230	51.10506057739258	27.965579986572266	4249.14111328125	3685.74755859375	29.805463790893555	319485.78125	88819.9921875	83.59183502197266	7161611.0	5364067.0	5.042782306671143	0.03735601529479027	155.44512939453125	31.97865867614746	47.81779861450195	27.83914566040039	16.600982666015625	5812349128615729751	0.00998234375	42	1	12500	24	0.42469999999999997	0.5753	1.0	1590115747283907834	True	True	True
108	108	0.00631	8	2	74.42402648925781	54.201683044433594	78.20388793945312	19.58599281311035	5538.935546875	571.7007446289062	531030	28.305912017822266	16.0218505859375	2937.822021484375	874.3407592773438	37.87687683105469	85938.5859375	45591.46875	62.04591751098633	708847.0625	625054.75	8.861005783081055	0.0451476089656353	75.10607147216797	19.36471939086914	25.208093643188477	15.800578117370605	25.810922622680664	3245632698784002773	0.00988234146118164	42	0	12500	38	0.3417	0.6583	1.0	1590114211783086191	True	True	True
