	complexity.dist_spec_init	complexity.fro_dist	complexity.fro_over_spec	complexity.inverse_margin	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_prod_of_fro_over_margin	complexity.log_prod_of_spec	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_fro	complexity.log_sum_of_fro_over_margin	complexity.log_sum_of_spec	complexity.log_sum_of_spec_over_margin	complexity.pacbayes_flatness	complexity.pacbayes_init	complexity.pacbayes_mag_flatness	complexity.pacbayes_mag_init	complexity.pacbayes_mag_orig	complexity.pacbayes_orig	complexity.param_norm	complexity.params	complexity.path_norm	complexity.path_norm_over_margin	cross_entropy	data_seed	epoch	experiment_id	gen.gap	gen.train_acc	gen.val_acc	hp.lr	hp.model_depth	hp.model_width	index	is.converged	is.high_train_accuracy	is.last_epoch	repeat_id	seed	train_dataset_size	complexity.dist_spec_init_adjusted1	complexity.fro_dist_adjusted1	complexity.fro_over_spec_adjusted1	complexity.l2_adjusted1	complexity.l2_dist_adjusted1	complexity.log_prod_of_fro_adjusted1	complexity.log_prod_of_fro_over_margin_adjusted1	complexity.log_prod_of_spec_adjusted1	complexity.log_prod_of_spec_over_margin_adjusted1	complexity.log_sum_of_fro_adjusted1	complexity.log_sum_of_fro_over_margin_adjusted1	complexity.log_sum_of_spec_adjusted1	complexity.log_sum_of_spec_over_margin_adjusted1	complexity.pacbayes_flatness_adjusted1	complexity.pacbayes_init_adjusted1	complexity.pacbayes_mag_flatness_adjusted1	complexity.pacbayes_mag_init_adjusted1	complexity.pacbayes_mag_orig_adjusted1	complexity.pacbayes_orig_adjusted1	complexity.param_norm_adjusted1	complexity.path_norm_adjusted1	complexity.path_norm_over_margin_adjusted1	complexity.path_norm_adjusted2	complexity.path_norm_over_margin_adjusted2
42	39.134	4693.83	1737.64	0.0397395	100.249	68.5115	86.4226	83.1972	30.2575	27.0321	8.8121	8.58171	4.80031	4.56992	93.3229	109533	12.642	1.90303e+06	2.20893e+06	234494	10049.9	1611780	1249.21	49.6431	0.00953538	42	58	310467161285297772	0.3213	1	0.6787	0.001	2	14	42	True	True	True	1590098485717495421	3	25000	0.0395646	0.433305	0.263639	0.0633242	0.0523494	0.0587954	0.0576878	0.0347894	0.0328829	0.0187746	0.0185275	0.0138569	0.0135202	0.0610976	2.09316	0.0224873	8.72475	9.39985	3.06264	0.634032	0.223536	0.0445615	1.35217e+33	3.31252e+13
43	39.1346	4725.46	1746.16	0.0384382	100.448	68.7419	86.4536	83.1949	30.2675	27.0088	8.81431	8.58155	4.80102	4.56826	93.3229	110271	11.1984	1.86844e+06	2.17323e+06	235425	10089.8	1611780	1180.32	45.3693	0.00935476	42	59	310467161285297772	0.3138	1	0.6862	0.001	2	14	43	True	True	True	1590098567996891614	4	25000	0.0395649	0.434762	0.264285	0.0633871	0.0524374	0.058806	0.0576871	0.0347951	0.0328687	0.0187769	0.0185273	0.0138579	0.0135178	0.0610976	2.1002	0.0211645	8.64509	9.32358	3.06871	0.635289	0.217285	0.0426001	6.11126e+32	9.39297e+12
44	38.8355	4999.46	1957.71	0.0393314	105.464	70.7069	87.9068	84.671	30.6407	27.405	8.91811	8.68699	4.82768	4.59656	89.8985	112383	12.1312	2.44497e+06	2.86411e+06	249998	11122.6	2102030	1101.22	43.3126	0.00957088	42	55	-7822844957002484117	0.3101	1	0.6899	0.001	2	16	44	True	True	True	1590098572264896254	1	25000	0.0394134	0.447189	0.279836	0.0649504	0.0531815	0.0592982	0.0581966	0.035009	0.0331089	0.0188871	0.0186408	0.0138963	0.0135596	0.0599662	2.12022	0.0220283	9.88933	10.7035	3.16227	0.667011	0.209878	0.0416234	2.31404e+32	4.90607e+12
46	38.0531	4953.58	1946.34	0.0403123	105.266	70.3817	87.878	84.6669	30.6161	27.405	8.91606	8.68669	4.82592	4.59656	100.786	124835	11.9679	2.43462e+06	2.85663e+06	279225	11081	2102030	1052.05	42.4106	0.00986823	42	55	-7822844957002484117	0.3209	1	0.6791	0.001	2	16	46	True	True	True	1590098581900796490	0	25000	0.0390144	0.445133	0.279023	0.0648894	0.0530591	0.0592884	0.0581952	0.0349949	0.0331089	0.018885	0.0186405	0.0138938	0.0135596	0.0634936	2.23459	0.0218796	9.86837	10.6895	3.34201	0.665763	0.205139	0.0411877	1.2208e+32	3.65406e+12
47	39.6596	5058.27	1935.59	0.0385396	105.792	71.1215	87.9324	84.6764	30.7291	27.473	8.91994	8.68737	4.83399	4.60141	96.9467	122618	11.497	2.43558e+06	2.85185e+06	271277	11191.9	2102030	1142.49	44.0313	0.00966376	42	53	-7822844957002484117	0.3152	1	0.6848	0.001	2	16	47	True	True	True	1590098582038661665	3	25000	0.0398294	0.449812	0.278251	0.0650514	0.0533372	0.0593068	0.0581984	0.0350594	0.03315	0.0188891	0.0186412	0.0139054	0.0135667	0.0622725	2.21466	0.0214448	9.87032	10.6805	3.2941	0.669086	0.213775	0.0419673	3.87318e+32	6.17725e+12
48	39.2894	5052.47	1950.02	0.0400675	105.698	71.0807	87.9449	84.7277	30.6775	27.4603	8.92083	8.69103	4.8303	4.60051	96.9467	122477	11.497	2.42612e+06	2.84206e+06	270794	11172	2102030	1129.2	45.2441	0.00965896	42	56	-7822844957002484117	0.313	1	0.687	0.001	2	16	48	True	True	True	1590098582716344578	2	25000	0.0396431	0.449554	0.279286	0.0650225	0.0533219	0.059311	0.058216	0.03503	0.0331423	0.01889	0.0186451	0.0139001	0.0135654	0.0622725	2.21339	0.0214448	9.85113	10.6622	3.29116	0.668491	0.212528	0.0425413	3.28796e+32	9.03652e+12
49	39.2714	5085.52	1959.95	0.0398561	106.056	71.3128	87.944	84.7215	30.6656	27.4431	8.92077	8.69059	4.82946	4.59928	89.8985	114317	13.5678	2.5019e+06	2.91797e+06	252814	11247.9	2102030	1111.29	44.2916	0.00995935	42	54	-7822844957002484117	0.3091	1	0.6909	0.001	2	16	49	True	True	True	1590098582825952344	4	25000	0.039634	0.451022	0.279996	0.0651325	0.0534089	0.0593107	0.0582139	0.0350232	0.0331319	0.01889	0.0186447	0.0138989	0.0135636	0.0599662	2.13838	0.0232962	10.0038	10.8036	3.18003	0.670758	0.210835	0.0420911	2.62856e+32	6.70862e+12
75	44.2602	4033	1043.88	0.0445321	83.024	63.5059	80.0505	76.9389	28.8429	25.7314	8.35695	8.1347	4.69927	4.47701	72.8178	73440.8	16	692248	763074	125505	6892.99	531030	1630.81	72.6234	0.00985392	42	67	1079098244533816290	0.3143	1	0.6857	0.00158489	2	8	75	True	True	True	1590099187265495164	0	25000	0.0420762	0.401647	0.204341	0.0576278	0.0504008	0.0565864	0.0554757	0.0339664	0.032082	0.0182833	0.0180385	0.0137102	0.0133821	0.0539695	1.71395	0.0252982	5.26212	5.52476	2.24058	0.52509	0.255406	0.0538975	5.64652e+34	6.81092e+15
76	41.4572	3996.58	1058.25	0.0442659	82.7155	63.2185	79.9326	76.8151	28.5875	25.47	8.34853	8.12585	4.68102	4.45834	72.8178	72777.7	15.7529	691182	762223	124574	6841.85	531030	1529.81	67.7182	0.00975705	42	66	1079098244533816290	0.3155	1	0.6845	0.00158489	2	8	76	True	True	True	1590099218586308723	1	25000	0.0407221	0.399829	0.205743	0.0575206	0.0502866	0.0565447	0.0554311	0.0338157	0.0319186	0.0182741	0.0180287	0.0136836	0.0133542	0.0539695	1.7062	0.0251021	5.25807	5.52168	2.23225	0.523139	0.247371	0.0520454	2.30706e+34	2.55864e+15
77	43.1868	4000.22	1041.34	0.0439397	82.8105	63.2473	80.0075	76.8826	28.8193	25.6944	8.35388	8.13067	4.69758	4.47437	70.4499	70475.9	18.5117	706688	777912	120801	6857.58	531030	1583.74	69.589	0.00987207	42	66	1079098244533816290	0.3148	1	0.6852	0.00158489	2	8	77	True	True	True	1590099221252947670	2	25000	0.0415629	0.400011	0.204092	0.0575536	0.050298	0.0565712	0.0554554	0.0339525	0.0320589	0.0182799	0.018034	0.0137078	0.0133781	0.0530848	1.679	0.0272115	5.31672	5.57821	2.19819	0.52374	0.251693	0.0527595	3.74721e+34	3.74716e+15
78	42.4001	3907.59	1050.21	0.0442899	82.3775	62.5107	79.9943	76.8773	28.7459	25.6289	8.35293	8.13029	4.69233	4.46969	75.3071	73589.7	16.253	690620	763554	127782	6786.05	531030	1475.59	65.3538	0.00982526	42	67	1079098244533816290	0.3234	1	0.6766	0.00158489	2	8	78	True	True	True	1590099300406700391	3	25000	0.0411826	0.395353	0.20496	0.057403	0.0500043	0.0565665	0.0554535	0.0339092	0.0320181	0.0182789	0.0180336	0.0137001	0.0133711	0.0548843	1.71569	0.0254975	5.25593	5.5265	2.26081	0.521001	0.242948	0.0511288	1.39205e+34	1.5557e+15
79	39.9112	3769.28	1054.89	0.0450957	81.4138	61.3945	79.8816	76.7827	28.5848	25.4858	8.34489	8.12353	4.68083	4.45947	75.3071	70985.7	14.173	670595	745181	124810	6628.2	531030	1372.2	61.8802	0.00982553	42	68	1079098244533816290	0.3099	1	0.6901	0.00158489	2	8	79	True	True	True	1590099300443717161	4	25000	0.0399556	0.388293	0.205416	0.0570662	0.0495558	0.0565267	0.0554194	0.0338141	0.0319285	0.0182701	0.0180261	0.0136833	0.0133559	0.0548843	1.68506	0.0238101	5.17917	5.4596	2.23437	0.514906	0.234282	0.0497515	5.03475e+33	7.24199e+14
80	39.7067	4035	1242.5	0.0409451	87.5505	63.5216	82.3088	79.1133	29.2371	26.0416	8.51826	8.29	4.72742	4.49917	80.6845	81412.8	17.0489	1.06752e+06	1.19957e+06	154636	7665.09	826280	1272.22	52.0911	0.00896707	42	56	-2522335027231114541	0.3101	1	0.6899	0.00158489	2	10	80	True	True	True	1590099309801819601	0	25000	0.0398531	0.401746	0.222935	0.0591779	0.050407	0.057379	0.0562542	0.0341977	0.0322748	0.0184589	0.0182099	0.0137512	0.0134152	0.05681	1.80458	0.0261143	6.53458	6.92696	2.48705	0.553718	0.225585	0.0456469	1.74584e+33	6.49865e+13
81	39.8322	3957.4	1243.77	0.0436969	87.1192	62.9079	82.27	79.1395	29.2199	26.0894	8.51548	8.29188	4.72619	4.50259	83.5918	82724	14.173	1.03153e+06	1.16554e+06	158633	7589.75	826280	1254.43	54.8145	0.00974142	42	56	-2522335027231114541	0.3089	1	0.6911	0.00158489	2	10	81	True	True	True	1590099316859268327	2	25000	0.039916	0.397864	0.223049	0.0590319	0.0501629	0.0573655	0.0562635	0.0341877	0.0323044	0.0184559	0.018212	0.0137495	0.0134203	0.0578245	1.81905	0.0238101	6.42349	6.828	2.51899	0.55099	0.224003	0.046825	1.43345e+33	1.32639e+14
82	40.3721	3923.99	1240	0.0429784	86.9795	62.6418	82.2807	79.1336	29.2779	26.1309	8.51625	8.29146	4.73034	4.50555	77.9263	76467.8	12.4682	1.00508e+06	1.14018e+06	147409	7565.43	826280	1159.81	49.847	0.0099458	42	55	-2522335027231114541	0.3067	1	0.6933	0.00158489	2	10	82	True	True	True	1590099316925716569	1	25000	0.0401856	0.396181	0.222711	0.0589846	0.0500567	0.0573692	0.0562614	0.0342216	0.0323301	0.0184567	0.0182115	0.0137555	0.0134247	0.0558306	1.74892	0.0223322	6.3406	6.75331	2.42824	0.550107	0.215389	0.0446529	4.78134e+32	3.50817e+13
83	41.112	4201.83	1253.79	0.0433425	88.6018	64.8215	82.4417	79.3031	29.2908	26.1521	8.52775	8.30356	4.73125	4.50707	86.6592	91054.2	16.7772	1.07259e+06	1.20121e+06	170097	7850.29	826280	1429.52	61.9589	0.00970812	42	56	-2522335027231114541	0.315	1	0.685	0.00158489	2	10	83	True	True	True	1590099331380565785	4	25000	0.0405522	0.409967	0.223946	0.0595321	0.0509201	0.0574253	0.0563216	0.0342291	0.0323432	0.0184692	0.0182248	0.0137568	0.0134269	0.0588759	1.90845	0.0259054	6.55008	6.9317	2.60842	0.560367	0.239125	0.0497831	8.92888e+33	7.372e+14
84	39.8991	4229.63	1430.35	0.042276	92.9326	65.0356	84.2658	81.1023	29.7717	26.6082	8.65804	8.43208	4.76561	4.53964	89.8985	95081.7	12.642	1.44238e+06	1.65345e+06	194124	8636.46	1186530	1122.99	47.4757	0.00989893	42	48	-8544635234983910997	0.3083	1	0.6917	0.00158489	2	12	84	True	True	True	1590099359345492251	0	25000	0.0399495	0.411321	0.239194	0.0609697	0.0510042	0.0580571	0.0569569	0.034509	0.032624	0.0186097	0.0183653	0.0138067	0.0134754	0.0599662	1.9502	0.0224873	7.59574	8.13253	2.78657	0.587757	0.211942	0.0435778	3.04366e+32	1.7731e+13
85	39.6477	4264.47	1448.09	0.0412372	93.2638	65.3029	84.3458	81.1574	29.7713	26.5828	8.66376	8.43602	4.76558	4.53783	75.3071	80308.5	12.642	1.4399e+06	1.65066e+06	163780	8698.14	1186530	1053.47	43.4421	0.0095441	42	49	-8544635234983910997	0.3065	1	0.6935	0.00158489	2	12	85	True	True	True	1590099367365350580	1	25000	0.0398235	0.413012	0.240673	0.0610782	0.0511089	0.0580847	0.0569763	0.0345087	0.0326085	0.0186159	0.0183696	0.0138066	0.0134727	0.0548843	1.7923	0.0224873	7.5892	8.12566	2.55953	0.589852	0.205277	0.0416855	1.24407e+32	5.11546e+12
86	39.2015	4152.81	1411.88	0.0425212	92.4141	64.4423	84.1909	81.0331	29.7746	26.6169	8.65269	8.42714	4.76582	4.54026	80.6845	83789.1	12.642	1.44096e+06	1.65414e+06	172291	8540.37	1186530	1041.39	44.2812	0.00993628	42	48	-8544635234983910997	0.3019	1	0.6981	0.00158489	2	12	86	True	True	True	1590099367364371275	2	25000	0.0395987	0.407569	0.237645	0.0607994	0.050771	0.0580313	0.0569326	0.0345106	0.0326294	0.018604	0.0183599	0.013807	0.0134763	0.05681	1.83073	0.0224873	7.592	8.13422	2.62519	0.584478	0.204097	0.0420862	1.05857e+32	6.6866e+12
87	40.0309	4188.88	1424.02	0.0433456	92.7463	64.7215	84.2152	81.0766	29.7769	26.6384	8.65443	8.43025	4.76598	4.5418	83.5918	87561.3	12.642	1.43928e+06	1.65204e+06	179784	8601.88	1186530	1050.01	45.5135	0.00988611	42	47	-8544635234983910997	0.3066	1	0.6934	0.00158489	2	12	87	True	True	True	1590099373409908168	3	25000	0.0400154	0.409335	0.238665	0.0609086	0.0508808	0.0580397	0.0569479	0.034512	0.0326425	0.0186058	0.0183633	0.0138072	0.0134786	0.0578245	1.87148	0.0224873	7.58757	8.12906	2.68167	0.586579	0.20494	0.0426678	1.18807e+32	9.81967e+12
88	39.4643	4509.2	1628.3	0.0419952	98.3608	67.1506	85.9554	82.7852	30.199	27.0288	8.77872	8.55228	4.79613	4.56968	86.6592	97713.2	12.1312	1.93158e+06	2.23832e+06	209626	9674.86	1611780	1030.32	43.2684	0.00967204	42	42	-7962830706679049492	0.3021	1	0.6979	0.00158489	2	14	88	True	True	True	1590099396317812728	0	25000	0.0397312	0.424698	0.25521	0.0627251	0.0518269	0.0586363	0.0575448	0.0347557	0.0328809	0.018739	0.0184957	0.0138508	0.0135199	0.0588759	1.977	0.0220283	8.78995	9.46218	2.89569	0.622089	0.203009	0.0416021	9.11472e+31	4.83644e+12
89	38.5565	4173.86	1432.88	0.0416688	92.5953	64.6054	84.2275	81.0495	29.6904	26.5124	8.65531	8.42831	4.7598	4.5328	86.6592	90448.1	13.5678	1.45237e+06	1.66522e+06	185774	8573.89	1186530	1086.66	45.2797	0.00983168	42	48	-8544635234983910997	0.3009	1	0.6991	0.00158489	2	12	89	True	True	True	1590099396428563510	4	25000	0.0392716	0.408601	0.239406	0.060859	0.0508352	0.0580439	0.0569384	0.0344618	0.0325653	0.0186068	0.0183612	0.0137983	0.0134652	0.0588759	1.90208	0.0232962	7.62199	8.16142	2.72598	0.585624	0.208486	0.0425581	1.92064e+32	9.13657e+12
90	39.3364	4504.27	1608.64	0.0409444	98.3936	67.1139	85.9672	82.7717	30.2782	27.0827	8.77957	8.55132	4.80178	4.57353	86.6592	97606.4	10.24	1.87495e+06	2.18239e+06	209766	9681.31	1611780	916.844	37.5396	0.00949628	42	45	-7962830706679049492	0.2974	1	0.7026	0.00158489	2	14	90	True	True	True	1590099698990953756	2	25000	0.0396668	0.424465	0.253664	0.0627355	0.0518127	0.0586403	0.0575401	0.0348013	0.0329136	0.0187399	0.0184947	0.013859	0.0135256	0.0588759	1.97592	0.0202386	8.66014	9.34321	2.89666	0.622296	0.191504	0.0387503	1.77939e+31	6.62199e+11
91	38.1013	4507.77	1652.58	0.0403758	98.4644	67.1399	85.9788	82.7692	30.09	26.8805	8.7804	8.55115	4.78835	4.55909	80.6845	90949.2	11.3463	1.90601e+06	2.21372e+06	195586	9695.24	1611780	973.569	39.3086	0.00897709	42	44	-7962830706679049492	0.2955	1	0.7045	0.00158489	2	14	91	True	True	True	1590099403883739166	1	25000	0.0390391	0.42463	0.257105	0.0627581	0.0518227	0.0586443	0.0575393	0.0346929	0.0327905	0.0187408	0.0184945	0.0138396	0.0135042	0.05681	1.90735	0.0213038	8.73157	9.41004	2.79704	0.622744	0.197339	0.0396528	4.12352e+31	1.26171e+12
92	39.3258	4557.39	1630.05	0.0419363	98.8782	67.5084	86.0086	82.837	30.2418	27.0702	8.78253	8.55599	4.79919	4.57264	86.6592	98757.2	12.4682	1.94106e+06	2.24774e+06	211837	9776.9	1611780	971.044	40.722	0.00985092	42	43	-7962830706679049492	0.3037	1	0.6963	0.00158489	2	14	92	True	True	True	1590099413378463063	3	25000	0.0396615	0.426961	0.255347	0.0628898	0.0519648	0.0586544	0.0575628	0.0347803	0.032906	0.018743	0.0184997	0.0138552	0.0135243	0.0588759	1.98753	0.0223322	8.81149	9.48207	2.91092	0.625361	0.197083	0.0403594	3.97629e+31	2.06891e+12
93	40.013	4041.67	1255.78	0.041711	87.7609	63.5741	82.3573	79.1803	29.2283	26.0514	8.52172	8.29479	4.7268	4.49987	83.5918	84484.9	13.5678	1.02756e+06	1.16026e+06	160978	7701.97	826280	1220.84	50.9223	0.00932295	42	56	-2522335027231114541	0.3084	1	0.6916	0.00158489	2	10	93	True	True	True	1590099416949846860	3	25000	0.0400065	0.402078	0.224123	0.0592489	0.0504278	0.0573959	0.056278	0.0341926	0.0322809	0.0184626	0.0182151	0.0137503	0.0134162	0.0578245	1.83831	0.0232962	6.41112	6.81252	2.53754	0.555048	0.220983	0.0451319	9.80294e+32	4.72983e+13
94	39.3193	4614.68	1631.45	0.0419244	99.1823	67.9314	86.0546	82.8828	30.261	27.0891	8.78582	8.55925	4.80055	4.57399	80.6845	93105.6	10.6351	1.89275e+06	2.19688e+06	198448	9837.13	1611780	960.394	40.2639	0.00983723	42	43	-7962830706679049492	0.3001	1	0.6999	0.00158489	2	14	94	True	True	True	1590099420693955870	4	25000	0.0396582	0.429636	0.255456	0.0629864	0.0521273	0.0586701	0.0575787	0.0347914	0.0329175	0.0187465	0.0185032	0.0138572	0.0135263	0.05681	1.92982	0.0206253	8.70115	9.37418	2.81743	0.627284	0.195999	0.0401317	3.40742e+31	1.76586e+12
95	38.2191	4769.58	1831.21	0.0410234	103.491	69.0621	87.4262	84.2326	30.5219	27.3282	8.88379	8.65567	4.81919	4.59108	89.8985	107217	10.9113	2.45066e+06	2.87469e+06	240735	10710.4	2102030	841.413	34.5177	0.00981619	42	41	-3466494166606368398	0.2984	1	0.7016	0.00158489	2	16	95	True	True	True	1590099428157377739	0	25000	0.0390994	0.436787	0.270644	0.06434	0.0525593	0.0591358	0.0580457	0.034941	0.0330625	0.0188508	0.0186072	0.0138841	0.0135515	0.0599662	2.07091	0.0208914	9.90083	10.7232	3.10313	0.654535	0.183457	0.0371579	5.34888e+30	2.04512e+11
96	38.9042	4858.56	1848.3	0.0408318	104.04	69.7034	87.5005	84.3022	30.5527	27.3544	8.88909	8.66064	4.8214	4.59295	100.786	122441	11.1984	2.46768e+06	2.88756e+06	272759	10824.4	2102030	901.369	36.8045	0.00966396	42	41	-3466494166606368398	0.3035	1	0.6965	0.00158489	2	16	96	True	True	True	1590099445338917337	1	25000	0.0394483	0.440843	0.271904	0.0645105	0.0528028	0.059161	0.0580697	0.0349587	0.0330783	0.0188564	0.0186125	0.0138873	0.0135543	0.0634936	2.21306	0.0211645	9.93515	10.7472	3.30308	0.658009	0.189881	0.038369	1.40207e+31	5.0205e+11
97	39.6487	4875.38	1809.8	0.0405806	104.072	69.8239	87.4908	84.2863	30.6687	27.4643	8.8884	8.65951	4.82968	4.60079	86.6592	105646	12.642	2.51629e+06	2.93468e+06	234675	10831.1	2102030	881.64	35.7775	0.0095723	42	40	-3466494166606368398	0.2964	1	0.7036	0.00158489	2	16	97	True	True	True	1590099703702209137	2	25000	0.039824	0.441605	0.269058	0.0645204	0.0528484	0.0591577	0.0580642	0.035025	0.0331447	0.0188557	0.0186113	0.0138992	0.0135658	0.0588759	2.05568	0.0224873	10.0325	10.8345	3.06382	0.658213	0.187791	0.0378299	1.02852e+31	3.37811e+11
98	40.0829	4936.84	1818.09	0.0400675	104.497	70.2627	87.5572	84.34	30.7148	27.4976	8.89314	8.66335	4.83297	4.60317	93.3229	115203	10.6351	2.4496e+06	2.8657e+06	254786	10919.6	2102030	885.359	35.4741	0.00975073	42	41	-3466494166606368398	0.3017	1	0.6983	0.00158489	2	16	98	True	True	True	1590099724306850021	3	25000	0.0400414	0.44438	0.269673	0.064652	0.0530142	0.0591801	0.0580827	0.0350513	0.0331648	0.0188607	0.0186154	0.0139039	0.0135693	0.0610976	2.14665	0.0206253	9.89869	10.7064	3.1924	0.660896	0.188187	0.0376691	1.09095e+31	2.99842e+11
99	38.9826	4869.11	1826.71	0.0402537	104.154	69.779	87.4706	84.258	30.5973	27.3847	8.88696	8.65749	4.82458	4.59511	83.5918	101777	12.8194	2.52874e+06	2.94863e+06	226723	10848	2102030	915.492	36.852	0.00944463	42	40	-3466494166606368398	0.3033	1	0.6967	0.00158489	2	16	99	True	True	True	1590099696133487352	4	25000	0.039488	0.441321	0.270312	0.0645458	0.0528314	0.0591509	0.0580545	0.0349842	0.0330966	0.0188541	0.0186091	0.0138918	0.0135574	0.0578245	2.01769	0.0226446	10.0573	10.8603	3.01146	0.658726	0.191363	0.0383937	1.743e+31	5.11197e+11
124	42.1054	3841.73	958.733	0.0470197	80.7472	61.9817	79.3206	76.2634	28.695	25.6378	8.30481	8.08644	4.6887	4.47033	64	61489.8	14.173	685904	755802	104344	6520.11	531030	1037.66	48.7904	0.00986711	42	46	2500979785353189392	0.3051	1	0.6949	0.00316228	2	8	124	True	True	True	1590099998795507879	0	25000	0.0410392	0.392007	0.19583	0.0568321	0.0497922	0.0563278	0.0552317	0.0338792	0.0320236	0.0182261	0.0179849	0.0136948	0.0133721	0.0505964	1.56831	0.0238101	5.23795	5.49837	2.04298	0.51069	0.203731	0.0441771	1.00671e+32	2.59905e+13
125	41.3149	3850.35	972.664	0.0469165	80.852	62.0512	79.3648	76.3054	28.619	25.5596	8.30797	8.08944	4.68327	4.46475	64	61627.8	13.9669	683284	753228	104615	6537.05	531030	1052.59	49.3837	0.00995419	42	46	2500979785353189392	0.3029	1	0.6971	0.00316228	2	8	125	True	True	True	1590100006205527878	1	25000	0.0406521	0.392446	0.197247	0.056869	0.0498202	0.0563435	0.0552469	0.0338343	0.0319747	0.0182296	0.0179883	0.0136869	0.0133638	0.0505964	1.57007	0.0236363	5.22794	5.489	2.04563	0.511353	0.205192	0.0444449	1.2296e+32	3.07825e+13
126	41.4954	3877.9	970.095	0.0466184	80.9954	62.2727	79.3141	76.2483	28.6111	25.5454	8.30435	8.08537	4.68271	4.46373	64	62068.5	15.7529	700625	770096	104986	6560.26	531030	1097.29	51.1538	0.00982388	42	45	2500979785353189392	0.3009	1	0.6991	0.00316228	2	8	126	True	True	True	1590100011914571214	2	25000	0.0407408	0.393848	0.196987	0.0569194	0.049909	0.0563255	0.0552262	0.0338296	0.0319659	0.0182256	0.0179837	0.0136861	0.0133622	0.0505964	1.57567	0.0251021	5.29386	5.55012	2.04925	0.51226	0.209503	0.0452344	2.20107e+32	5.03993e+13
128	41.8692	3690.31	959.762	0.0467253	79.9214	60.7479	79.2706	76.2071	28.679	25.6155	8.30124	8.08242	4.68755	4.46873	64	59067.1	12.1312	664025	736520	102221	6387.43	531030	949.278	44.3553	0.00999795	42	45	2500979785353189392	0.303	1	0.697	0.00316228	2	8	128	True	True	True	1590100025813293123	3	25000	0.0409239	0.384204	0.195935	0.0565407	0.0492942	0.0563101	0.0552113	0.0338698	0.0320097	0.0182222	0.0179805	0.0136931	0.0133697	0.0505964	1.5371	0.0220283	5.15374	5.42778	2.02209	0.505467	0.194862	0.0421214	2.89495e+31	6.84496e+12
129	43.405	3921.88	965.634	0.046624	81.2115	62.6249	79.3326	76.267	28.6825	25.6169	8.30568	8.0867	4.68781	4.46884	64	62772.2	12.4682	676926	745610	105547	6595.3	531030	1134.78	52.9079	0.00961063	42	46	2500979785353189392	0.3011	1	0.6989	0.00316228	2	8	129	True	True	True	1590100025806744954	4	25000	0.0416677	0.396075	0.196533	0.0569953	0.0500499	0.0563321	0.055233	0.0338718	0.0320106	0.0182271	0.0179852	0.0136935	0.0133699	0.0505964	1.58458	0.0223322	5.20356	5.46117	2.05472	0.513626	0.213052	0.0460034	3.52287e+32	8.08018e+13
130	40.6655	3873.46	1110.97	0.0454729	85.405	62.2371	81.5796	78.4889	29.2935	26.2029	8.46617	8.24541	4.73145	4.51069	75.3071	72947	11.9679	1.02729e+06	1.15753e+06	137345	7294.01	826280	819.081	37.246	0.00976268	42	38	3164099698055459334	0.2937	1	0.7063	0.00316228	2	10	130	True	True	True	1590100032391108560	0	25000	0.0403314	0.393622	0.210805	0.0584483	0.0498947	0.0571243	0.0560317	0.0342307	0.0323746	0.0184024	0.0181608	0.0137571	0.0134323	0.0548843	1.70818	0.0218796	6.41027	6.8045	2.34389	0.540148	0.181006	0.0385984	3.67037e+30	5.93265e+11
131	39.9407	3717.35	1110.35	0.0451992	84.3789	60.9701	81.4744	78.3777	29.2232	26.1265	8.45866	8.23747	4.72643	4.50524	70.4499	65494	10.1132	988225	1.12196e+06	125419	7119.79	826280	765.812	34.6141	0.0097397	42	38	3164099698055459334	0.2957	1	0.7043	0.00316228	2	10	131	True	True	True	1590100032622076877	1	25000	0.0399703	0.385609	0.210746	0.0580961	0.0493842	0.0570874	0.055992	0.0341896	0.0323274	0.0183942	0.0181521	0.0137498	0.0134242	0.0530848	1.61857	0.0201129	6.28721	6.69913	2.23981	0.533659	0.175021	0.0372097	1.43167e+30	2.12655e+11
132	40.5775	3803.95	1097.4	0.0431737	84.8078	61.6761	81.4759	78.3334	29.2851	26.1426	8.45877	8.2343	4.73085	4.50639	72.8178	69271	12.642	1.03218e+06	1.16326e+06	130955	7192.37	826280	810.391	34.9876	0.0087397	42	40	3164099698055459334	0.3006	1	0.6994	0.00316228	2	10	132	True	True	True	1590100046270028476	2	25000	0.0402877	0.390074	0.209514	0.0582436	0.0496693	0.057088	0.0559762	0.0342258	0.0323373	0.0183943	0.0181486	0.0137562	0.0134259	0.0539695	1.66458	0.0224873	6.42551	6.82132	2.28871	0.536372	0.180043	0.0374099	3.16125e+30	2.47134e+11
133	39.749	3831.91	1118.71	0.0450171	85.1147	61.9024	81.54	78.4393	29.2059	26.1052	8.46334	8.24187	4.72519	4.50371	72.8178	69780.1	10.1132	998120	1.12918e+06	131905	7244.51	826280	790.196	35.5723	0.0096266	42	38	3164099698055459334	0.2882	1	0.7118	0.00316228	2	10	133	True	True	True	1590100052691822975	3	25000	0.0398743	0.391505	0.211538	0.0583488	0.0497604	0.0571104	0.056014	0.0341795	0.0323142	0.0183993	0.0181569	0.013748	0.0134219	0.0539695	1.67069	0.0201129	6.31861	6.72065	2.297	0.538313	0.177786	0.0377212	2.22035e+30	3.11674e+11
